parse_date	provider	provider_id	name	price	original_price	hidden_price	URL
2021-10-06 04:02:00	bol	9300000025100276	Game PC Foxtrot - Intel Pentium Gold G6400 - 16GB - GT 1030 - 256GB SSD	559.0			https://bol.com/nl/nl/p/game-pc-foxtrot-intel-pentium-gold-g6400-16gb-gt-1030-256gb-ssd/9300000025100276/
2021-10-06 04:02:00	bol	9200000122230138	ScreenON - AMD R3 3200G Game PC (Geschikt voor Fortnite) - Gaming Computer	399.0			https://bol.com/nl/nl/p/screenon-amd-r3-3200g-game-pc-gaming-computer/9200000122230138/
2021-10-06 04:02:00	bol	9300000033013319	AMD Ryzen 7 3800X RGB Game PC / Streaming Computer - RTX 3080 - 32GB RAM - 1TB SSD (M2.0) - REV200	2699.0			https://bol.com/nl/nl/p/amd-ryzen-7-3800x-rgb-game-pc-streaming-computer-rtx-3080-32gb-ram-1tb-ssd-rev200/9300000033013319/
2021-10-06 04:02:00	bol	9300000053678486	Puky Loopfiets LRM Antraciet Grijs Met Mandje	94.95			https://bol.com/nl/nl/p/puky-loopfiets-lrm-antraciet-grijs-met-mandje/9300000053678486/
2021-10-06 04:02:00	bol	9200000112761822	Nescafé Gold Amaretto Latte oploskoffie - 6 doosjes à 8 zakjes	12.99	15,54		https://bol.com/nl/nl/p/nescafe-gold-amaretto-latte-oploskoffie-6-doosjes-a-8-zakjes/9200000112761822/
2021-10-06 05:02:00	bol	9200000074515867	Puky LRM Donkerblauw - Loopfiets	71.95			https://bol.com/nl/nl/p/puky-lrm-donkerblauw-loopfiets/9200000074515867/
2021-10-06 05:02:00	bol	9300000033012971	Intel i5 10600K - Upgrade Game PC / Gaming Computer - GT 1030 - 960GB SSD - 16GB RAM - V1000 BLUE	775.0			https://bol.com/nl/nl/p/intel-i5-10600k-upgrade-game-pc-gaming-computer-gt-1030-960gb-ssd-16gb-ram-v1000-blue/9300000033012971/
2021-10-06 05:02:00	bol	9300000029526802	RGB High-End Game PC / Computer - Ryzen 5 5600X - RTX 3060 - 16GB RAM - 1TB SSD (M.2 NVMe) - REV200	1499.0			https://bol.com/nl/nl/p/rgb-high-end-game-pc-computer-ryzen-5-5600x-rtx-3060-16gb-ram-1tb-ssd-rev200/9300000029526802/
2021-10-06 05:02:00	bol	9200000122230138	ScreenON - AMD R3 3200G Game PC (Geschikt voor Fortnite) - Gaming Computer	399.0			https://bol.com/nl/nl/p/screenon-amd-r3-3200g-game-pc-gaming-computer/9200000122230138/
2021-10-06 05:02:00	bol	9300000025100276	Game PC Foxtrot - Intel Pentium Gold G6400 - 16GB - GT 1030 - 256GB SSD	559.0			https://bol.com/nl/nl/p/game-pc-foxtrot-intel-pentium-gold-g6400-16gb-gt-1030-256gb-ssd/9300000025100276/
2021-10-06 05:02:00	bol	9300000033522184	AMD Ryzen 5 2600 Game PC / Streaming Computer - RTX 2060 - 16GB RAM - 480GB SSD - Win10 Pro	1199.0			https://bol.com/nl/nl/p/amd-ryzen-5-2600-game-pc-streaming-computer-rtx-2060-16gb-ram-480gb-ssd-win10-pro/9300000033522184/
2021-10-06 05:02:00	bol	9300000034827792	Intel i5 Allround Game PC / Streaming Computer - i5 10400 6-Core - GTX 1660 SUPER - 480GB SSD - 16GB RAM - Win10 Pro - TALOS M1	1045.0			https://bol.com/nl/nl/p/intel-i5-allround-game-pc-streaming-computer-i5-10400-6-core-gtx-1660-super-480gb-ssd-16gb-ram-win10-pro-talos-m1/9300000034827792/
2021-10-06 05:02:00	bol	9300000004810276	ScreenOn - AMD Ryzen 5 3600 Allround Game Computer / Gaming PC - Geforce GTX 1050 Ti 4GB - 16GB RAM - 240GB SSD - 1TB HDD - Windows 10	899.0			https://bol.com/nl/nl/p/screenon-amd-ryzen-5-3600-allround-game-computer-gaming-pc-geforce-gtx-1050-ti-4gb-16gb-ram-240gb-ssd-1tb-hdd-windows-10/9300000004810276/
2021-10-06 05:02:00	bol	9300000015151612	AMD Ryzen 7 3700X High-End Game PC / Streaming Computer - RTX 2060 6GB - 16GB RAM - 960GB SSD - GAMDIAS	1359.0			https://bol.com/nl/nl/p/amd-ryzen-7-3700x-high-end-game-pc-streaming-computer-rtx-2060-6gb-16gb-ram-960gb-ssd-gamdias/9300000015151612/
2021-10-06 05:02:00	bol	9300000053113816	Intel Basic Game Computer / Gaming PC - GTX 1650 SUPER - 512GB M2.0 SSD - 2TB HDD - 16GB RAM - VAMPIRIC B	825.0			https://bol.com/nl/nl/p/intel-basic-game-computer-gaming-pc-gtx-1650-super-512gb-m2-0-ssd-2tb-hdd-16gb-ram-vampiric-b/9300000053113816/
